,wav_id,sentences,상황,1번 감정,2번 감정,3번 감정,4번 감정,5번 감정,emotion,label
49,5fb8a8904c55eb78bd7cdd7d,좋지. 신나는 음악 추천해줄래?,happiness,happiness,neutral,neutral,neutral,neutral,neutral,0
50,5f6bf1a9d338b948c4e686e1,번개 소리 때문에 너무 놀랬어.,surprise,surprise,surprise,sadness,neutral,surprise,surprise,6
51,5f60bb68b878131628349c60,헐! 나 이벤트에 당첨 되었어!,happiness,surprise,happiness,happiness,surprise,surprise,surprise,6
52,5fbe0b87576e9378b67ad358,나 축하해줘. 기분 좋은 일 있어.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
53,5f77e056111dfd48d40fd56b,나 축하해줘. 기분 좋은 일이 생겼어.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
54,5fb8e329576e9378b67ac49a,이번 졸업 논문이 통과됐어.,happiness,neutral,neutral,neutral,neutral,neutral,neutral,0
55,5f90099ed338b948c4e6a657,"아니, 뭐. 주변 사람들이 다 하길래.",sadness,neutral,neutral,sadness,sadness,sadness,sad,2
56,5fbcc866cb503578af9ee950,그런 건 아닌데 짭새라고 말하면 재밌잖아.,neutral,neutral,happiness,neutral,neutral,disgust,neutral,0
57,5f3ff6b99dd513131eacea4a,영화까지 소개해주면 너무 고맙지.,sadness,happiness,happiness,happiness,sadness,happiness,happy,1
58,5f3d0a4c8a3c1005aa97c8b6,유튜브에서 사기 광고를 하고 있어.,angry,disgust,angry,sadness,angry,angry,angry,3
59,5f64abcbf8fac448cc0a5798,그러니까 나도 궁금해서 쫓아갔었다니깐.,neutral,disgust,fear,angry,disgust,neutral,disgust,4
60,5f697047f8fac448cc0a5c34,집 주변까지 물이 차올라서 아예 밖으로 나갈 수가 없어.,fear,sadness,fear,sadness,fear,fear,fear,5
61,5f900b68d338b948c4e6a663,아후 미리 버렸어야 됐는데. 빨리 버려야지!,disgust,disgust,disgust,sadness,disgust,sadness,disgust,4
62,5f6ad5e6111dfd48d40fcf72,네. 완전히 끝났어요. 최종 발표가 났어요.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
63,5fbe313c44697678c497c05a,나 엘리베이터에 갇혔어.,fear,happiness,sadness,sadness,sadness,sadness,sad,2
64,5fbe0b1044697678c497bf0c,진짜 많이 걱정했는데 생각보다 괜찮았어.,surprise,disgust,neutral,happiness,neutral,fear,neutral,0
65,5f425f669dd513131eacf04c,아는 지인이 갑자기 카톡으로 좋은 주식 정보가 있다고 알려주셨어. 그래서 시작하게 된 거야.,sadness,neutral,sadness,sadness,sadness,sadness,sad,2
66,5f6b692c111dfd48d40fcfea,나 드디어 프로젝트가 끝났어!,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
67,5f8aef6e111dfd48d40fe77d,정말 그래야될 것 같지. 다시는 이러지 못하게.,disgust,disgust,angry,angry,angry,sadness,angry,3
68,5f661359d338b948c4e68176,200만원짜리 노트북을 샀는데 배송이 늦어져서 기다리고 있었어. 근데 오늘 도착해서 너무 좋아.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
69,5fb9e86c44697678c497b1f0,오늘은 심각해보였어.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0
70,5f5e1bd23bd6941613f6d27f,맞아. 우리 집은 화장실에 환풍기가 없어.,angry,neutral,sadness,sadness,disgust,sadness,sad,2
71,5f4f16eac397791a43fde22b,나 너무 우울해.,sadness,sadness,sadness,sadness,sadness,sadness,sad,2
72,5fb9fd25576e9378b67ac6ee,코로나 때문에 밖에 못 나가서 집에만 쳐박혀있으니까 우울해.,sadness,happiness,neutral,neutral,neutral,sadness,neutral,0
73,5fb49620cb503578af9ed885,알겠어. 충고해줘서 고마워.,neutral,sadness,sadness,neutral,neutral,neutral,neutral,0
74,5f713fa7111dfd48d40fd45e,일이 너무 많아서 1년 만에 받은 휴가인데 비가 와서 아무데도 갈 수가 없어.,angry,sadness,angry,sadness,sadness,sadness,sad,2
75,5f64b3bfd338b948c4e67fcf,한 명 뽑는데 그게 내가 된 거야.,happiness,surprise,happiness,happiness,happiness,happiness,happy,1
76,5f6feb89111dfd48d40fd363,주변 사람들한테 내가 이벤트에 당첨돼서 선물을 받았다고 자랑했어!,happiness,neutral,happiness,happiness,happiness,happiness,happy,1
77,5f414b269dd513131eacee8e,자고 일어났더니 온 마을이 다 물바다야. 나 혼자 있어. 무서워.,fear,fear,fear,fear,fear,fear,fear,5
78,5f8ed237111dfd48d40fed68,나 축하해줘! 기분 좋은 일이 생겼어.  ,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
79,5fbe2b9d44697678c497c011,나 오늘 짭새가 모여있길래 구경갔다왔어.,neutral,surprise,neutral,neutral,neutral,angry,neutral,0
80,5f6f5af59e04b149046cbe1c,나 드디어 구매한 노트북이 도착했어. 뜯어봐야지.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
81,5f8998a39e04b149046cd0fc,나 요즘 주식을 시작했는데 아주 속상해 죽겠어.,sadness,fear,sadness,sadness,sadness,sadness,sad,2
82,5fbcc8b9576e9378b67ad072,오늘 짭새가 몰려있길래 궁금해서 한번 둘러봤어.,neutral,sadness,sadness,neutral,neutral,neutral,neutral,0
83,5f851c2bd338b948c4e694a9,나 너무 우울해.,sadness,sadness,sadness,sadness,sadness,sadness,sad,2
84,5fb8c45b4c55eb78bd7cddf5,"백화점에서 향수 주는 이벤튼데, 나 그거 당첨됐어.",happiness,happiness,happiness,neutral,happiness,happiness,happy,1
85,5fb87664576e9378b67ac1f5,아. 쓰레기통에서 역겨운 냄새가 나고있어.,disgust,disgust,neutral,disgust,disgust,neutral,disgust,4
86,5f98e3be111dfd48d40ff749,목줄을 끊고 달아나버렸단다.,surprise,surprise,surprise,surprise,disgust,neutral,surprise,6
87,5f635b342e23c7161accd583,난 양식이 더 좋아.,neutral,neutral,happiness,sadness,neutral,neutral,neutral,0
88,5f6163ba3bd6941613f6d4f8,자다가 재난 문자랑 대피하라는 전화를 못 받았어.,fear,fear,fear,sadness,sadness,sadness,sad,2
89,5fbe0dd8cb503578af9eec68,어떻게 해야 불만을 없앨 수 있을까?,angry,neutral,sadness,neutral,sadness,sadness,sad,2
90,5f8255539e04b149046cc5c6,나 드디어 프로젝트 끝났어.,happiness,happiness,happiness,happiness,happiness,neutral,happy,1
91,5f9a2d31d338b948c4e6b0a7,다른 직원들한테는 친절하게 하면서 나한테만 자꾸 잔소리하고 화내니까 그렇지.,angry,angry,angry,angry,angry,angry,angry,3
92,5fbdcaa844697678c497bdbf,이번에 내가 마라톤 대회에 나갔는데 좋은 성적을 거두어서 너무 기뻐.,happiness,happiness,angry,happiness,happiness,happiness,happy,1
93,5fb342dc0fb0f33aa31ca1d3,나 오늘 짭새가 몰려 있길래 구경 갔다 왔어.,neutral,neutral,angry,sadness,surprise,neutral,neutral,0
94,5f663554f8fac448cc0a5959,아니. 단톡방에서 지인이 엄청나게 좋다고 자꾸 나를 꼬드기는 거야.,sadness,disgust,neutral,sadness,disgust,angry,disgust,4
95,5f92a34cd338b948c4e6a91b,나 오늘 짭새가 몰려 있길래 구경 갔다왔다!,neutral,neutral,fear,surprise,neutral,neutral,neutral,0
96,5f8506a5f8fac448cc0a6c05,"그래, 그래야겠다.",disgust,neutral,angry,sadness,angry,disgust,angry,3
97,5f68c49ad338b948c4e683c6,나 축하해줘. 기분 좋은 일이 생겼어.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
98,5f8da5aff8fac448cc0a79a9,그래야 할 것 같아. 아무래도 안 없어져.,angry,sadness,angry,sadness,sadness,sadness,sad,2
99,5f670c68f8fac448cc0a5a0e,나 오늘 짭새가 몰려 있길래 궁금해서 구경 다녀왔어.,neutral,neutral,fear,sadness,neutral,neutral,neutral,0
100,5fbddf5744697678c497be79,나 오늘 짭새가 몰려있길래 궁금해서 구경갔다왔어.,neutral,surprise,sadness,neutral,neutral,neutral,neutral,0
101,5fbddfaa576e9378b67ad2da,나도 오늘 뉴스 확인해보려고.,neutral,sadness,sadness,neutral,neutral,neutral,neutral,0
102,5f6d62299e04b149046cbcfe,내가 뒤쪽에 있어서 앞이 잘 보이지 않아서 무슨 일인지 잘 못 봤어.,neutral,neutral,fear,sadness,disgust,sadness,sad,2
103,5f8a1f81d338b948c4e69d2f,나 드디어 프로젝트가 끝났어.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
104,5f88eb7df8fac448cc0a724c,나 이벤트에 당첨되었어!,happiness,happiness,happiness,happiness,happiness,surprise,happy,1
105,5f621e8d3bd6941613f6d5ba,일식집으로 찾아줄래?,neutral,neutral,happiness,sadness,neutral,neutral,neutral,0
106,5f5f2d9fb878131628349af4,집 밖을 봤는데 집 주변까지 물이 차올라서 밖으로 나갈 수가 없어.,fear,fear,sadness,sadness,fear,fear,fear,5
107,5f9a2f319e04b149046ce472,구경하는 사람들이 너무 많아서 무슨 일인지 정확하게 알 수가 없었어.,neutral,neutral,fear,sadness,neutral,angry,neutral,0
108,5f8e1ef1f8fac448cc0a7a11,나 축하해줘. 기분 좋은 일이 생겼어.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
109,5f830179f8fac448cc0a698f,몸이 축축 처져.,sadness,sadness,sadness,sadness,sadness,sadness,sad,2
110,5f63e7c52e23c7161accd641,"아! 짜증나! 그 새끼 일 다 끝났으면 집에나 갈 것이지, 남아가지고 나한테 자꾸 잔소리 해!",angry,angry,angry,angry,angry,angry,angry,3
111,5f636eb13bd6941613f6d721,내가 좋아하는 유튜버가 뒷광고를 했다고 사과하는 영상을 올렸어.,angry,disgust,angry,angry,angry,angry,angry,3
112,5f788f9bd338b948c4e68cbd,내가 좋아하는 유튜버가 뒷광고를 했다고 사과하는 영상을 올렸어.,angry,disgust,angry,angry,angry,sadness,angry,3
113,5fb8c89444697678c497af4e,옆에 사람은 없었어.,surprise,neutral,angry,neutral,neutral,fear,neutral,0
114,5f870f54f8fac448cc0a6fac,다른 직원들한테는 친절하게 하면서 나한테 자꾸 짜증을 내니까 화가 나서 그래.,angry,angry,angry,angry,angry,angry,angry,3
115,5fbb67914c55eb78bd7ce5ba,많이 무기력 하기도 해. 움직일 일이 없으니까.,sadness,fear,sadness,sadness,neutral,sadness,sad,2
116,5f900926f8fac448cc0a7d45,그럴 만한게 있을까?,sadness,sadness,sadness,sadness,sadness,sadness,sad,2
117,5f6a12d2d338b948c4e68517,강남역에서 만나기로 했는데 뭘 먹을까?,neutral,neutral,happiness,sadness,neutral,neutral,neutral,0
118,5f9a38f99e04b149046ce499,글쎄 잘 모르겠는데 약간 도난 사건 그런 거 비슷한 것 같애.,neutral,neutral,fear,sadness,neutral,neutral,neutral,0
119,5fb4953344697678c497aade,요즘 감정조절이 안 돼. 너무 힘들다.,angry,sadness,neutral,sadness,sadness,sadness,sad,2
120,5fb3870e48cdda3a922e4f9c,경찰차 몰려있던 거.,neutral,neutral,neutral,neutral,happiness,neutral,neutral,0
121,5f6d5a9cf8fac448cc0a5fc4,나 지금 너무 화가 나는데 내 마음을 진정시켜줄 영상이 있어?,angry,surprise,angry,angry,angry,angry,angry,3
122,5fbb541a4c55eb78bd7ce51f,나 요즘 주식해.,sadness,neutral,sadness,neutral,neutral,neutral,neutral,0
123,5f83ed12f8fac448cc0a6a97,자는 동안 비가 엄청 많이 왔었나 봐. 물이 많이 차 있어.,fear,sadness,fear,sadness,fear,fear,fear,5
124,5fb33de848cdda3a922e4e94,나 요즘 주식을 시작했는데.,sadness,neutral,sadness,neutral,neutral,sadness,neutral,0
125,5f65e2b7111dfd48d40fca84,달리는 동안에는 너무 힘들고 지쳤는데 결승선을 통과하는 순간 기분이 엄청 좋았어.,happiness,happiness,happiness,happiness,happiness,happiness,happy,1
126,5fba18d14c55eb78bd7ce1b3,친구가 하길래 나도 해봤어.,sadness,happiness,sadness,neutral,neutral,neutral,neutral,0
127,5f781193111dfd48d40fd599,선수는 아니지만 내가 운동을 좋아해서 한거야 열심히.,happiness,neutral,happiness,happiness,happiness,happiness,happy,1
128,5f5b621eb87813162834981c,"아니, 짭새 새끼들 구경하느라고 우산도 잃어버리고 왔어. 짜증나게.",neutral,disgust,angry,angry,disgust,angry,angry,3
129,5f781322f8fac448cc0a63b6,나 어제 자다가 깜짝 놀랬어.,surprise,surprise,surprise,surprise,neutral,surprise,surprise,6
130,5f6291033bd6941613f6d60e,내가 달리는 운동을 너무 좋아해서 매번 마라톤 대회에 출전을 해.,happiness,neutral,happiness,happiness,happiness,happiness,happy,1
131,5f8daa83111dfd48d40fec41,아주 유명한 인플루언서가 하는 이벤트야.,happiness,neutral,happiness,happiness,happiness,sadness,happy,1
132,5f7137fa9e04b149046cbf5a,처음 샀을 때보다 좀 많이 빠졌어.,sadness,sadness,sadness,sadness,sadness,sadness,sad,2
133,5fbb356c44697678c497b5a5,삼성. 삼성가지고 있어.,sadness,happiness,neutral,neutral,happiness,neutral,neutral,0
134,5f62c0422e23c7161accd4e8,알았어. 노트북 매뉴얼도 잘 살펴볼게.,happiness,neutral,happiness,happiness,happiness,neutral,happy,1
135,5f8d05129e04b149046cd5dd,짭새 쫓아갔다가 우산도 잃어버렸어.,neutral,disgust,angry,angry,disgust,angry,angry,3
136,5f5f695eb878131628349b29,당연히 바다갈려고 했지.,angry,neutral,angry,sadness,sadness,sadness,sad,2
137,5f85c708111dfd48d40fdfc8,내가 시간을 두고 지켜보다 보면 주식이 오를 날이 있겠지?,sadness,neutral,sadness,sadness,sadness,sadness,sad,2
138,5f62e7c72e23c7161accd53a,친구가 추정해줬는데 좀 좋을 거 같아서 시작했어.,sadness,neutral,neutral,sadness,sadness,sadness,sad,2
139,5f8137a89e04b149046cc4a6,조금만 더 기다려보다가 정 안되면 팔아야지.,sadness,neutral,sadness,sadness,sadness,sadness,sad,2
140,5f6b7993d338b948c4e686a5,아니 원래는 바닷가 가 가지고 그 옆에 팬션에서 놀면서 경치 구경도 좀 하고 해산물도 먹으려고 그랬지.,angry,angry,angry,sadness,sadness,angry,angry,3
141,5fba3640cb503578af9ee145,어. 나 이번에 이거 끝나고 제주도 갈려그랬거든? 어. 비행기표 꼭 끊어야겠다. 고마워.,happiness,happiness,neutral,happiness,neutral,happiness,happy,1
142,5f8ed58c111dfd48d40fed6c,재택근무를 하면서 매일 집 안에만 있으니까 계속 몸이 처지고 기력도 없어.,sadness,sadness,sadness,sadness,sadness,sadness,sad,2
143,5fba1a7344697678c497b30e,반토막 났어.,sadness,surprise,neutral,neutral,neutral,neutral,neutral,0
144,5fbb842e44697678c497b7fd,네. 저 혼자 지금 갇혀있어요.,fear,happiness,angry,neutral,happiness,happiness,happy,1
145,5f7873169e04b149046cc0ff,친구가 같이 하자고 전화가 왔었어.,sadness,neutral,sadness,sadness,sadness,sadness,sad,2
146,5fb4b5f2cb503578af9ed90d,지금 발을 빼야될지 더 지켜봐야될지 고민이야.,sadness,neutral,angry,neutral,sadness,fear,neutral,0
147,5f9a7afbf8fac448cc0a8867,어. 그래. 너무너무 힘들고 짜증나는데 할 수 없지 뭐.,disgust,disgust,angry,sadness,sadness,sadness,sad,2
148,5f5f061cb878131628349ad5,나 요즘 주식을 시작했는데.,sadness,sadness,neutral,sadness,neutral,sadness,sad,2
149,5fbb892844697678c497b829,나 오늘 짭새가 몰려 있길래 궁금해서 다녀왔어.,neutral,angry,sadness,neutral,happiness,neutral,neutral,0
150,5f938013111dfd48d40ff324,습기가 많아지면서 생기는 곰팡이들을 어떻게 하지?,angry,disgust,angry,sadness,sadness,neutral,sad,2
151,5fb893e7cb503578af9edbd9,싸움이 일어났더라고.,neutral,neutral,neutral,neutral,neutral,neutral,neutral,0
152,5f92da2fd338b948c4e6a9bd,알았어. 지금 바로 버릴게.,disgust,disgust,disgust,sadness,disgust,angry,disgust,4
153,5f9251379e04b149046cdc6a,친구들한테도 한번 연락해봐야겠다.,happiness,neutral,happiness,happiness,happiness,happiness,happy,1
154,5f78722ad338b948c4e68c8c,이번에 참가한 마라톤 대회에서 내 기록이 엄청 좋아졌어!,happiness,happiness,happiness,happiness,happiness,surprise,happy,1
155,5fbb49c9cb503578af9ee37e,"그래, 걱정해줘서 고마워.",disgust,happiness,neutral,neutral,neutral,neutral,neutral,0
156,5fbe0f01576e9378b67ad37e,한 번 사보지 뭐. 어떤걸 사는게 좋을까?,angry,angry,angry,neutral,angry,sadness,angry,3
157,5f71551df8fac448cc0a627d,지금 버릴려고 밖에다 빼놨어.,disgust,neutral,disgust,disgust,disgust,disgust,disgust,4
158,5fbb1a264c55eb78bd7ce395,매일 환기를 시켜도 곰팡이는 계속 생기는데?,angry,surprise,sadness,neutral,neutral,disgust,neutral,0
159,5fbe0c9c576e9378b67ad369,전기차 종목 들었었어.,sadness,disgust,neutral,neutral,neutral,neutral,neutral,0
160,5f917245111dfd48d40ff081,와 짜장면에서 벌레가 나왔어!,disgust,disgust,angry,disgust,disgust,disgust,disgust,4
161,5f62142a2e23c7161accd43b,쓰레기통에서 역겨운 냄새가 나!,disgust,disgust,disgust,disgust,disgust,disgust,disgust,4
162,5f6a399e111dfd48d40fcec6,아니 요즘 왜들 그러는거야!,angry,disgust,angry,angry,angry,angry,angry,3
163,5fba15c8576e9378b67ac74c,뭐 하는 게 없으니까 비하하는 거지. 그 맨날 차나 타고 돌아다니고.,neutral,neutral,neutral,neutral,neutral,angry,neutral,0
164,5f71d2e5111dfd48d40fd491,폭락해버렸지.,sadness,sadness,sadness,sadness,sadness,sadness,sad,2
165,5fbe28a94c55eb78bd7cedf3,지금 비상 상황이야. 어떻게 해야되지?,fear,fear,fear,surprise,fear,fear,fear,5
166,5f8d7d08d338b948c4e6a26e,아우. 짜증 나! 그 새끼 일 끝났으면 빨리 집에나 가지. 남아서 자꾸 나한테 뭐라고 해.,angry,angry,angry,angry,angry,angry,angry,3
167,5f6eafdd111dfd48d40fd291,그건 나도 잘 모르겠어.,neutral,disgust,fear,sadness,neutral,sadness,sad,2
168,5fbb943044697678c497b868,아닌데? 난 기분이 좀 풀리는데?,angry,surprise,surprise,neutral,neutral,surprise,surprise,6
169,5f86e6daf8fac448cc0a6f1a,그런 것 같아. 그래서 집은 잘 보고 가야될 것 같아.,angry,sadness,angry,sadness,disgust,sadness,sad,2
170,5f8a4b09d338b948c4e69d67,와! 짜장면에서 벌레 나왔다!,disgust,disgust,angry,disgust,disgust,disgust,disgust,4
171,5f83eea39e04b149046cc792,"다행히 다친 사람도 없고, 큰일은 없었지만 놀랬어.",surprise,surprise,surprise,sadness,neutral,surprise,surprise,6
172,5fb8af94576e9378b67ac383,나 오늘 짭새가 몰려있길래 궁금해서 구경 다녀왔어.,neutral,happiness,neutral,neutral,neutral,neutral,neutral,0
173,5fb9c9074c55eb78bd7cdfe4,나갈때마다 문 열어놓고 나가는데도 너무 심해.,angry,neutral,sadness,neutral,surprise,disgust,neutral,0
174,5fbe2a67576e9378b67ad45e,곰팡이 때문에 너무 스트레스야!,angry,sadness,neutral,disgust,sadness,angry,sad,2
175,5f8f7fa9d338b948c4e6a54f,나 혼자 집 안에 갇히게 되니까 엄청 무서워.,fear,fear,fear,fear,fear,fear,fear,5
176,5fbb125f44697678c497b4c7,나 이벤트 당첨됐다!,happiness,happiness,happiness,neutral,happiness,surprise,happy,1
177,5fbb5620576e9378b67acadf,그래도 욕을 하면 시원해.,angry,neutral,sadness,neutral,happiness,neutral,neutral,0
178,5f5cccb53bd6941613f6d19b,아무래도 나 혼자 집 안에 갇히게 된 것 같아.,fear,fear,fear,fear,fear,fear,fear,5
179,5f85bb38d338b948c4e6960f,알았어. 적당한 조치를 취할 수 있게 증거 제출까지 꼼꼼히 해볼게!,disgust,neutral,angry,sadness,angry,angry,angry,3
180,5f9a8424f8fac448cc0a8888,앞에 사람들이 너무 많아서 무슨 일인지 알 수가 없었는데 사람들이 싸움이 났다고 하더라고.,neutral,neutral,fear,sadness,neutral,surprise,neutral,0
